1,1,2,3,2,225,217,315,307,1,2,4.7897,1
1,2,2,3,2,225,217,315,307,1,2,3.6639,1
1,3,1,3,2,225,217,135,127,1,2,2.1517,1
1,4,2,3,1,225,233,315,323,0,1,1.1617,1
1,5,2,3,2,225,217,315,307,1,1,1.5242,0
1,6,2,3,1,225,233,315,323,0,1,1.2862,1
1,7,2,3,1,225,233,315,323,0,1,0.55847,1
1,8,2,3,2,225,217,315,307,1,2,1.0861,1
1,9,1,3,2,225,217,135,127,1,1,1.9151,0
1,10,2,3,2,225,217,315,307,1,1,1.3888,0
1,11,1,3,1,225,233,135,143,0,1,1.4699,1
1,12,2,3,2,225,217,315,307,1,2,2.1261,1
1,13,1,3,2,225,217,135,127,1,2,0.95386,1
1,14,1,3,2,225,217,135,127,1,2,0.48845,1
1,15,2,3,2,225,217,315,307,1,1,0.51396,0
1,16,2,3,2,225,217,315,307,1,1,1.3004,0
1,17,1,3,2,225,217,135,127,1,2,1.6879,1
1,18,2,3,2,225,217,315,307,1,1,0.6693,0
1,19,1,3,1,225,233,135,143,0,1,0.40119,1
1,20,2,3,1,225,233,315,323,0,1,2.2517,1
1,21,2,3,2,225,217,315,307,1,1,0.78696,0
1,22,2,3,1,225,233,315,323,0,1,0.83648,1
1,23,2,3,1,225,233,315,323,0,1,3.8727,1
1,24,1,3,2,225,217,135,127,1,2,1.0595,1
1,25,1,3,1,225,233,135,143,0,1,0.65493,1
1,26,1,3,2,225,217,135,127,1,2,1.9178,1
1,27,2,3,1,225,233,315,323,0,1,0.65468,1
1,28,1,3,1,225,233,135,143,0,1,4.1333,1
1,29,2,3,2,225,217,315,307,1,1,0.52275,0
1,30,2,3,2,225,217,315,307,1,1,0.70318,0
1,31,2,3,2,225,217,315,307,1,1,0.37834,0
