1,1,3,1,1,2,1,0.43355
1,2,1,2,2,2,2,0.7002
1,3,1,1,1,3,2,0.20045
1,4,4,2,2,2,-1,3.9019
1,5,2,2,1,4,2,0.86646
1,6,3,2,2,4,2,0.79997
1,7,4,1,1,3,2,0.13378
1,8,3,1,2,1,2,1.4502
1,9,4,1,2,3,2,1.0002
1,10,4,2,1,2,2,1.1504
1,11,2,2,2,4,2,1.2178
1,12,1,1,2,2,1,0.15008
