1,1,2,1,2,225,217,315,307,1,2,1.6913,1
1,2,2,1,1,225,227.96,315,317.96,0,2,0.6854,0
1,3,2,1,1,225,229.6,315,319.6,0,1,0.37011,1
1,4,1,1,1,225,227.77,135,137.77,0,1,0.90531,1
1,5,1,1,2,225,222.34,135,132.34,1,2,0.43721,1
1,6,1,1,2,225,222.35,135,132.35,1,2,1.0023,1
1,7,1,1,1,225,227.65,135,137.65,0,1,0.88608,1
1,8,2,1,2,225,222.35,315,312.35,1,1,0.98525,0
1,9,2,1,1,225,229.48,315,319.48,0,1,0.30314,1
1,10,2,1,1,225,227.77,315,317.77,0,1,0.58546,1
1,11,1,1,1,225,227.66,135,137.66,0,2,0.46921,0
1,12,2,1,2,225,220.52,315,310.52,1,1,0.18809,0
1,13,1,1,1,225,230.06,135,140.06,0,1,0.41976,1
1,14,2,1,2,225,222.2,315,312.2,1,1,0.40357,0
1,15,1,1,2,225,220.46,135,130.46,1,2,0.4372,1
1,16,1,1,2,225,222.23,135,132.23,1,2,0.40226,1
